employee_id,employee_age,employee_gender,department,job_role,monthly_income,years_at_company,years_in_current_role,actual_conversion,predicted_conversion
12003,35.0,0.0,2.0,0.0,103665,4.0,1.0,1,1
17193,48.0,1.0,3.0,2.0,66356,11.0,10.0,0,0
17408,24.0,0.0,2.0,1.0,147364,17.0,5.0,0,1
17224,48.0,0.0,2.0,0.0,61747,17.0,3.0,0,0
8631,56.0,0.0,1.0,1.0,118389,18.0,6.0,1,1
14709,49.0,1.0,0.0,0.0,59551,13.0,10.0,0,0
14726,39.0,0.0,1.0,2.0,109304,19.0,1.0,1,1
18422,43.0,0.0,2.0,2.0,96331,11.0,10.0,0,1
341,,,,,50933,,,0,0
17966,44.0,0.0,0.0,3.0,87590,7.0,1.0,0,0
1196,44.0,1.0,1.0,2.0,53276,10.0,8.0,0,0
4267,51.0,1.0,1.0,1.0,91351,6.0,10.0,1,1
18653,25.0,0.0,4.0,1.0,80548,19.0,8.0,0,0
5250,64.0,0.0,2.0,3.0,69465,17.0,7.0,0,0
7459,18.0,1.0,2.0,0.0,81503,15.0,3.0,0,0
19634,34.0,1.0,3.0,1.0,36067,10.0,9.0,0,0
14459,23.0,0.0,1.0,2.0,135450,14.0,4.0,1,1
12990,32.0,0.0,3.0,3.0,43740,15.0,3.0,0,0
4116,25.0,0.0,0.0,3.0,138070,11.0,6.0,1,1
11754,36.0,1.0,0.0,0.0,38594,18.0,4.0,0,0
17348,60.0,0.0,1.0,3.0,59895,13.0,2.0,0,0
7521,57.0,1.0,3.0,3.0,50812,11.0,2.0,0,0
10634,47.0,1.0,0.0,0.0,114665,9.0,9.0,1,1
19330,32.0,0.0,4.0,3.0,83014,2.0,1.0,0,0
12884,43.0,0.0,4.0,3.0,133916,16.0,2.0,1,1
4905,24.0,0.0,3.0,0.0,54088,11.0,10.0,0,0
5285,23.0,1.0,0.0,0.0,37416,17.0,5.0,0,0
16869,26.0,1.0,1.0,0.0,125211,15.0,9.0,1,1
18228,58.0,1.0,1.0,0.0,124021,10.0,10.0,1,1
6110,52.0,0.0,2.0,0.0,40626,20.0,4.0,0,0
18289,56.0,1.0,3.0,1.0,57685,20.0,4.0,0,0
2620,21.0,1.0,0.0,0.0,118010,16.0,2.0,1,1
49,,,,,99093,,,1,1
3506,19.0,0.0,2.0,2.0,41006,14.0,1.0,0,0
2159,40.0,1.0,4.0,3.0,110396,17.0,8.0,1,1
11752,18.0,1.0,3.0,3.0,76937,3.0,2.0,0,0
8589,49.0,0.0,1.0,0.0,64759,11.0,5.0,0,0
18944,21.0,1.0,1.0,1.0,118004,13.0,3.0,1,1
6606,21.0,0.0,0.0,3.0,106538,3.0,5.0,1,1
8425,24.0,0.0,1.0,2.0,44606,17.0,1.0,0,0
842,,,,,55471,,,0,0
12232,58.0,1.0,4.0,0.0,134886,8.0,6.0,1,1
16057,39.0,0.0,1.0,3.0,147557,14.0,5.0,1,1
10280,22.0,1.0,3.0,3.0,112358,3.0,10.0,1,1
2760,20.0,1.0,0.0,2.0,80116,17.0,2.0,0,0
1296,54.0,0.0,1.0,1.0,146683,20.0,3.0,1,1
15699,40.0,1.0,1.0,1.0,111491,4.0,3.0,1,1
6733,33.0,1.0,2.0,2.0,55069,5.0,4.0,0,0
17298,43.0,0.0,4.0,1.0,40529,20.0,5.0,0,0
14153,18.0,1.0,0.0,0.0,63980,12.0,5.0,0,0
5229,30.0,0.0,3.0,2.0,106058,13.0,9.0,1,1
16249,44.0,0.0,1.0,0.0,83610,8.0,10.0,0,0
13898,52.0,0.0,1.0,3.0,76717,2.0,8.0,0,0
19881,61.0,1.0,0.0,0.0,48954,2.0,10.0,0,0
6032,22.0,1.0,4.0,2.0,109931,19.0,9.0,1,1
1986,64.0,0.0,3.0,3.0,91666,10.0,4.0,1,1
13581,60.0,1.0,3.0,2.0,122417,18.0,6.0,1,1
14190,35.0,0.0,0.0,1.0,111145,3.0,4.0,1,1
876,,,,,144066,,,1,1
10785,65.0,1.0,0.0,1.0,138966,18.0,2.0,1,1
18833,38.0,0.0,3.0,3.0,114239,11.0,3.0,1,1
12988,29.0,0.0,4.0,1.0,147777,6.0,5.0,1,1
5454,36.0,0.0,4.0,3.0,69195,13.0,4.0,0,0
15840,52.0,1.0,3.0,0.0,89255,20.0,5.0,0,0
16884,59.0,0.0,2.0,3.0,103367,5.0,9.0,1,1
19278,30.0,0.0,3.0,2.0,37371,15.0,2.0,0,0
10202,24.0,1.0,4.0,1.0,86031,3.0,6.0,0,0
8698,51.0,1.0,1.0,1.0,106982,9.0,4.0,1,1
16594,40.0,0.0,2.0,3.0,62176,4.0,10.0,0,0
18648,31.0,1.0,2.0,0.0,40867,16.0,8.0,0,0
12304,44.0,0.0,4.0,2.0,59310,17.0,3.0,0,0
7078,61.0,0.0,3.0,1.0,100424,10.0,5.0,1,1
6205,57.0,0.0,3.0,2.0,123460,19.0,2.0,1,1
19445,24.0,0.0,4.0,1.0,98624,19.0,6.0,1,1
2012,28.0,0.0,2.0,3.0,142856,3.0,6.0,1,1
15983,56.0,1.0,4.0,1.0,64580,9.0,10.0,0,0
1725,53.0,0.0,4.0,3.0,104183,17.0,3.0,1,1
8202,39.0,0.0,2.0,1.0,31074,9.0,7.0,0,0
10118,31.0,0.0,3.0,3.0,76706,1.0,10.0,0,0
3874,65.0,0.0,0.0,0.0,122052,19.0,7.0,1,1
9866,23.0,1.0,2.0,0.0,140695,3.0,8.0,1,1
3102,54.0,0.0,2.0,0.0,76333,4.0,7.0,0,0
17892,65.0,0.0,1.0,2.0,72193,10.0,3.0,0,0
1191,33.0,1.0,1.0,3.0,109906,19.0,8.0,1,1
10771,27.0,1.0,2.0,3.0,97307,11.0,5.0,1,1
7220,31.0,1.0,3.0,3.0,126759,9.0,10.0,1,1
6260,65.0,0.0,4.0,2.0,100015,16.0,8.0,1,1
7654,32.0,1.0,3.0,2.0,109527,9.0,8.0,1,1
9183,36.0,0.0,1.0,1.0,52470,5.0,3.0,0,0
14739,42.0,1.0,1.0,1.0,148364,5.0,3.0,1,1
15282,34.0,1.0,1.0,3.0,30256,10.0,8.0,0,0
14514,33.0,1.0,4.0,2.0,135157,15.0,2.0,1,1
3842,19.0,0.0,3.0,3.0,41206,15.0,2.0,0,0
6676,47.0,1.0,0.0,3.0,112063,10.0,3.0,1,1
3602,23.0,1.0,1.0,2.0,59310,18.0,5.0,0,0
19460,57.0,1.0,1.0,2.0,68401,18.0,5.0,0,0
18060,29.0,1.0,1.0,0.0,35581,17.0,1.0,0,0
14427,65.0,1.0,4.0,2.0,75784,7.0,5.0,0,0
2575,45.0,0.0,4.0,0.0,63998,6.0,2.0,0,0
14420,53.0,0.0,0.0,3.0,122153,1.0,1.0,1,1
1830,31.0,1.0,1.0,2.0,85762,8.0,2.0,0,0
18290,30.0,1.0,3.0,0.0,98592,12.0,5.0,1,1
11471,18.0,1.0,1.0,2.0,124978,10.0,7.0,1,1
14618,48.0,0.0,4.0,0.0,93139,19.0,4.0,1,1
4695,50.0,0.0,1.0,2.0,64325,18.0,7.0,0,0
8071,20.0,0.0,0.0,1.0,85433,8.0,6.0,0,0
5565,47.0,0.0,3.0,2.0,52626,7.0,8.0,0,0
2451,36.0,1.0,1.0,1.0,61861,19.0,5.0,0,0
11946,21.0,1.0,2.0,0.0,138740,17.0,2.0,1,1
8760,38.0,1.0,4.0,3.0,48558,7.0,10.0,0,0
12118,19.0,1.0,1.0,1.0,50801,4.0,7.0,0,0
8721,28.0,1.0,2.0,2.0,97357,11.0,3.0,1,1
9060,40.0,1.0,1.0,1.0,86208,3.0,4.0,0,0
6635,55.0,0.0,1.0,2.0,107486,8.0,3.0,1,1
7353,62.0,0.0,2.0,2.0,89223,14.0,1.0,0,0
16287,30.0,1.0,1.0,0.0,39650,18.0,5.0,0,0
5117,21.0,0.0,3.0,3.0,115133,4.0,4.0,1,1
8322,32.0,0.0,0.0,2.0,92533,8.0,2.0,1,1
12907,26.0,1.0,2.0,1.0,42677,8.0,5.0,0,0
4636,43.0,1.0,0.0,2.0,82328,13.0,2.0,0,0
18836,42.0,1.0,1.0,3.0,71752,15.0,1.0,0,0
9848,59.0,1.0,1.0,3.0,80072,9.0,6.0,0,0
11161,39.0,0.0,1.0,3.0,108083,14.0,2.0,1,1
16939,28.0,1.0,4.0,3.0,86783,12.0,2.0,0,0
2532,52.0,0.0,1.0,3.0,138857,11.0,6.0,1,1
13469,45.0,0.0,3.0,0.0,138145,20.0,3.0,1,1
2704,40.0,1.0,4.0,2.0,139835,12.0,2.0,1,1
9620,20.0,0.0,1.0,0.0,45729,18.0,4.0,0,0
2998,18.0,1.0,3.0,2.0,132711,10.0,5.0,1,1
16120,46.0,1.0,1.0,3.0,58461,6.0,6.0,0,0
8065,35.0,0.0,3.0,0.0,143756,2.0,6.0,1,1
15257,20.0,1.0,1.0,1.0,112736,3.0,3.0,1,1
592,,,,,115068,,,1,1
889,,,,,54505,,,0,0
4341,58.0,0.0,3.0,2.0,146759,4.0,3.0,1,1
17244,65.0,0.0,1.0,2.0,34821,4.0,10.0,0,0
16632,49.0,1.0,3.0,2.0,68516,8.0,5.0,0,0
14378,19.0,1.0,1.0,0.0,106453,2.0,7.0,1,1
17648,51.0,1.0,3.0,1.0,50515,20.0,5.0,0,0
12826,62.0,1.0,2.0,2.0,73357,7.0,6.0,0,0
15569,65.0,0.0,1.0,3.0,33197,17.0,2.0,0,0
10585,45.0,1.0,3.0,0.0,53724,6.0,5.0,0,0
19431,60.0,1.0,3.0,2.0,31287,11.0,1.0,0,0
6769,46.0,0.0,2.0,0.0,125501,14.0,4.0,1,1
14280,20.0,1.0,2.0,3.0,95278,13.0,3.0,1,1
15517,56.0,0.0,0.0,0.0,90205,20.0,8.0,0,0
391,,,,,129523,,,1,1
15173,22.0,1.0,1.0,3.0,54152,8.0,2.0,0,0
19515,33.0,0.0,4.0,2.0,46221,9.0,1.0,0,0
6246,45.0,1.0,1.0,0.0,126463,16.0,3.0,1,1
642,,,,,60978,,,0,0
9237,32.0,0.0,1.0,1.0,123055,18.0,10.0,1,1
13071,59.0,1.0,1.0,1.0,64569,13.0,5.0,1,0
19001,18.0,0.0,3.0,2.0,119847,19.0,2.0,1,1
10986,39.0,0.0,2.0,1.0,82128,3.0,1.0,0,0
17101,56.0,0.0,3.0,3.0,128448,3.0,1.0,1,1
8088,21.0,0.0,4.0,0.0,122589,8.0,1.0,1,1
6029,50.0,1.0,0.0,0.0,103934,3.0,10.0,1,1
2182,31.0,1.0,2.0,3.0,37814,18.0,10.0,0,0
18606,49.0,0.0,4.0,3.0,129855,13.0,3.0,1,1
16536,47.0,0.0,0.0,3.0,122099,16.0,3.0,1,1
17932,23.0,1.0,1.0,1.0,136713,6.0,8.0,1,1
6272,65.0,1.0,2.0,2.0,63419,7.0,2.0,0,0
13749,28.0,1.0,1.0,3.0,116650,7.0,10.0,1,1
15358,43.0,1.0,0.0,3.0,136148,5.0,9.0,1,1
9015,56.0,1.0,0.0,1.0,93753,20.0,5.0,1,1
13569,34.0,1.0,0.0,1.0,134195,10.0,2.0,1,1
9786,58.0,1.0,1.0,0.0,52739,1.0,2.0,0,0
8401,40.0,0.0,1.0,1.0,62331,13.0,7.0,0,0
10609,46.0,0.0,0.0,1.0,107262,17.0,3.0,1,1
14276,18.0,1.0,4.0,2.0,109302,4.0,8.0,1,1
620,,,,,56647,,,0,0
221,,,,,135831,,,1,1
215,,,,,96843,,,1,1
5371,55.0,1.0,0.0,1.0,108959,16.0,3.0,0,1
13044,22.0,1.0,2.0,0.0,43747,1.0,7.0,0,0
11212,46.0,1.0,4.0,1.0,134264,7.0,2.0,1,1
16778,30.0,0.0,3.0,0.0,105482,15.0,9.0,1,1
16492,28.0,0.0,2.0,2.0,47884,4.0,2.0,0,0
8849,49.0,0.0,2.0,3.0,112822,3.0,10.0,1,1
17680,49.0,0.0,0.0,3.0,32474,6.0,1.0,0,0
19773,33.0,1.0,2.0,3.0,85179,11.0,2.0,0,0
10192,33.0,1.0,1.0,3.0,107853,3.0,1.0,1,1
1692,44.0,1.0,3.0,2.0,81694,6.0,8.0,0,0
5867,18.0,1.0,4.0,3.0,139815,4.0,7.0,1,1
11902,22.0,0.0,3.0,0.0,65455,2.0,7.0,0,0
8392,40.0,1.0,1.0,3.0,106647,20.0,2.0,1,1
5470,63.0,1.0,1.0,0.0,99268,2.0,8.0,1,1
1087,38.0,1.0,1.0,2.0,113808,13.0,6.0,1,1
2439,56.0,1.0,3.0,3.0,55964,11.0,9.0,0,0
7938,30.0,1.0,2.0,3.0,111419,13.0,7.0,1,1
5502,26.0,0.0,2.0,1.0,96961,18.0,3.0,1,1
13758,30.0,1.0,0.0,2.0,46912,10.0,8.0,0,0
6666,65.0,0.0,4.0,3.0,125403,16.0,5.0,1,1
12688,41.0,1.0,1.0,1.0,131449,9.0,7.0,1,1
9314,21.0,0.0,3.0,1.0,81483,7.0,9.0,0,0
3586,51.0,0.0,0.0,0.0,113370,5.0,2.0,1,1
18507,20.0,1.0,0.0,3.0,48896,17.0,10.0,0,0
8841,23.0,0.0,2.0,0.0,38321,15.0,4.0,0,0
15063,44.0,0.0,0.0,1.0,36909,8.0,8.0,0,0
10756,40.0,0.0,4.0,2.0,142261,8.0,2.0,1,1
16064,54.0,0.0,0.0,3.0,78044,4.0,4.0,0,0
17861,59.0,1.0,0.0,3.0,69995,8.0,1.0,0,0
19997,31.0,1.0,4.0,1.0,40992,16.0,8.0,0,0
18385,32.0,1.0,3.0,2.0,41574,6.0,6.0,0,0
17663,33.0,0.0,3.0,2.0,54856,16.0,9.0,0,0
2109,49.0,0.0,4.0,3.0,52891,19.0,1.0,0,0
11607,51.0,0.0,4.0,0.0,129084,10.0,7.0,1,1
6046,36.0,1.0,2.0,2.0,77665,19.0,8.0,0,0
8793,54.0,1.0,3.0,1.0,90893,17.0,1.0,1,1
5477,33.0,1.0,2.0,3.0,116329,11.0,4.0,1,1
19201,24.0,0.0,2.0,3.0,126369,14.0,3.0,1,1
9513,54.0,0.0,0.0,3.0,143769,8.0,1.0,1,1
7976,64.0,1.0,3.0,0.0,107243,13.0,2.0,1,1
14653,46.0,0.0,4.0,2.0,76061,18.0,3.0,0,0
760,,,,,119113,,,1,1
1711,22.0,1.0,1.0,2.0,31623,4.0,6.0,0,0
19710,59.0,1.0,0.0,3.0,133956,11.0,9.0,1,1
8123,27.0,1.0,4.0,1.0,73895,7.0,9.0,0,0
14630,41.0,1.0,4.0,0.0,74722,4.0,2.0,0,0
7888,26.0,0.0,3.0,2.0,36534,10.0,6.0,0,0
3815,59.0,1.0,4.0,1.0,36972,20.0,2.0,0,0
14348,25.0,0.0,0.0,2.0,106096,15.0,7.0,1,1
17753,57.0,1.0,4.0,3.0,109312,5.0,6.0,1,1
18921,25.0,1.0,0.0,2.0,54648,20.0,4.0,0,0
4064,58.0,1.0,0.0,1.0,65293,8.0,4.0,0,0
17018,35.0,0.0,4.0,2.0,87440,5.0,3.0,0,0
19308,24.0,0.0,0.0,3.0,61662,19.0,6.0,0,0
7724,41.0,0.0,3.0,3.0,128567,18.0,8.0,1,1
1491,40.0,0.0,2.0,0.0,87546,2.0,2.0,0,0
3182,54.0,0.0,1.0,2.0,30164,20.0,5.0,0,0
12261,43.0,1.0,0.0,3.0,124634,20.0,3.0,1,1
15491,56.0,0.0,2.0,0.0,70319,6.0,4.0,0,0
6179,55.0,1.0,3.0,0.0,138037,10.0,2.0,1,1
7450,21.0,1.0,0.0,2.0,100410,15.0,5.0,1,1
17944,36.0,0.0,0.0,3.0,62676,14.0,8.0,0,0
10669,18.0,1.0,1.0,3.0,30768,9.0,10.0,0,0
9885,22.0,0.0,4.0,3.0,46199,15.0,5.0,0,0
16961,54.0,0.0,0.0,1.0,108693,18.0,6.0,1,1
7261,51.0,1.0,0.0,3.0,62007,15.0,8.0,0,0
10935,20.0,1.0,4.0,1.0,43187,8.0,5.0,0,0
8223,45.0,1.0,3.0,0.0,36773,3.0,10.0,0,0
5727,35.0,0.0,1.0,2.0,53249,10.0,3.0,0,0
5449,21.0,1.0,1.0,1.0,136417,9.0,2.0,1,1
3642,60.0,1.0,2.0,0.0,37897,9.0,7.0,0,0
4463,34.0,0.0,1.0,3.0,104028,20.0,8.0,1,1
10334,57.0,0.0,3.0,1.0,42447,16.0,6.0,0,0
644,,,,,79116,,,0,0
14981,25.0,1.0,1.0,0.0,83880,7.0,9.0,0,0
1708,24.0,0.0,2.0,0.0,52181,16.0,5.0,1,0
19060,30.0,0.0,1.0,3.0,49363,3.0,5.0,0,0
17566,52.0,1.0,0.0,3.0,107799,20.0,9.0,1,1
11857,65.0,0.0,0.0,0.0,78507,13.0,6.0,0,0
6578,34.0,0.0,0.0,2.0,147474,5.0,7.0,1,1
46,,,,,61552,,,0,0
18037,44.0,1.0,0.0,0.0,108825,7.0,1.0,1,1
17673,58.0,1.0,2.0,3.0,62251,9.0,6.0,0,0
12042,53.0,0.0,0.0,2.0,110142,15.0,1.0,1,1
10228,53.0,1.0,4.0,0.0,90925,7.0,1.0,1,1
14984,46.0,1.0,3.0,0.0,109994,15.0,1.0,1,1
9680,37.0,1.0,4.0,0.0,109370,9.0,3.0,1,1
10099,49.0,1.0,4.0,0.0,70829,15.0,4.0,0,0
12390,57.0,1.0,3.0,3.0,110866,1.0,7.0,1,1
15198,31.0,1.0,1.0,3.0,72771,8.0,2.0,0,0
14386,19.0,0.0,2.0,1.0,57115,11.0,6.0,0,0
8103,20.0,1.0,4.0,2.0,79647,7.0,1.0,0,0
9045,60.0,1.0,4.0,2.0,87987,4.0,10.0,0,0
3282,59.0,0.0,2.0,3.0,77242,1.0,2.0,0,0
4488,54.0,0.0,1.0,0.0,74696,10.0,1.0,0,0
16136,19.0,1.0,2.0,2.0,50720,16.0,2.0,1,0
8158,53.0,0.0,4.0,1.0,75040,1.0,4.0,0,0
18831,31.0,1.0,3.0,2.0,72598,14.0,8.0,0,0
882,,,,,82737,,,0,0
5170,60.0,1.0,0.0,1.0,55243,2.0,2.0,0,0
7707,45.0,1.0,3.0,1.0,72432,16.0,1.0,0,0
2863,48.0,1.0,1.0,2.0,145789,5.0,1.0,1,1
4028,58.0,0.0,0.0,1.0,86308,11.0,6.0,0,0
1806,60.0,0.0,3.0,0.0,99627,5.0,3.0,1,1
3908,22.0,0.0,4.0,1.0,125649,16.0,4.0,1,1
14605,51.0,0.0,1.0,0.0,126383,5.0,2.0,1,1
6426,50.0,0.0,2.0,0.0,141498,8.0,7.0,1,1
7766,63.0,0.0,1.0,1.0,126623,9.0,7.0,1,1
19216,61.0,0.0,0.0,2.0,110592,9.0,8.0,1,1
12801,38.0,0.0,3.0,0.0,117823,17.0,1.0,1,1
2141,48.0,0.0,0.0,2.0,72208,10.0,8.0,0,0
7741,32.0,0.0,3.0,1.0,51200,9.0,7.0,0,0
7751,34.0,0.0,0.0,2.0,58932,12.0,8.0,0,0
16167,22.0,1.0,1.0,1.0,67824,1.0,2.0,0,0
5604,37.0,0.0,4.0,0.0,66964,4.0,5.0,0,0
13377,49.0,1.0,1.0,2.0,98753,8.0,5.0,1,1
3375,27.0,1.0,3.0,0.0,116251,6.0,4.0,1,1
3862,20.0,1.0,3.0,1.0,31126,19.0,4.0,0,0
6499,57.0,1.0,4.0,2.0,40346,1.0,10.0,0,0
14073,64.0,0.0,1.0,3.0,132827,1.0,7.0,1,1
4397,40.0,1.0,4.0,0.0,128747,16.0,7.0,1,1
11935,30.0,0.0,4.0,3.0,125360,2.0,8.0,1,1
14949,65.0,1.0,1.0,3.0,40589,14.0,1.0,0,0
2686,23.0,0.0,3.0,0.0,33727,15.0,1.0,0,0
5028,29.0,1.0,4.0,1.0,120271,4.0,7.0,1,1
4820,40.0,0.0,0.0,2.0,55600,3.0,3.0,0,0
12256,34.0,0.0,4.0,0.0,52959,12.0,9.0,0,0
16429,52.0,1.0,4.0,2.0,58416,1.0,5.0,0,0
13574,27.0,0.0,4.0,3.0,71617,3.0,4.0,0,0
6530,46.0,0.0,1.0,2.0,66684,9.0,8.0,0,0
16028,57.0,1.0,4.0,0.0,55558,13.0,6.0,0,0
1341,55.0,0.0,3.0,0.0,105047,1.0,10.0,1,1
12926,56.0,1.0,3.0,2.0,149642,4.0,7.0,1,1
810,,,,,113286,,,1,1
15012,27.0,0.0,0.0,0.0,79893,20.0,1.0,0,0
17635,63.0,1.0,4.0,1.0,64723,10.0,10.0,1,0
19315,44.0,0.0,1.0,2.0,35268,11.0,1.0,0,0
4533,47.0,0.0,0.0,2.0,108406,7.0,10.0,1,1
1019,63.0,0.0,3.0,2.0,45255,13.0,7.0,0,0
2333,21.0,1.0,2.0,0.0,113870,11.0,7.0,1,1
8079,25.0,0.0,4.0,1.0,51474,10.0,7.0,0,0
17060,42.0,1.0,0.0,2.0,116131,12.0,6.0,1,1
14962,27.0,1.0,1.0,0.0,96568,20.0,2.0,1,1
17848,44.0,0.0,2.0,0.0,85747,4.0,10.0,0,0
9262,40.0,1.0,1.0,1.0,50117,16.0,9.0,0,0
2570,32.0,1.0,4.0,2.0,133483,6.0,1.0,1,1
8677,55.0,1.0,2.0,2.0,35584,7.0,3.0,0,0
12589,20.0,0.0,4.0,1.0,48848,12.0,10.0,0,0
6482,18.0,0.0,4.0,1.0,96984,3.0,2.0,1,1
3525,40.0,1.0,0.0,0.0,51818,5.0,1.0,0,0
16099,62.0,0.0,1.0,2.0,147853,12.0,5.0,1,1
8840,25.0,1.0,2.0,0.0,144004,17.0,1.0,1,1
11912,61.0,0.0,2.0,3.0,118075,12.0,3.0,1,1
14354,35.0,1.0,4.0,3.0,142419,15.0,1.0,1,1
652,,,,,41939,,,0,0
9967,27.0,1.0,1.0,1.0,113022,8.0,10.0,1,1
143,,,,,107374,,,1,1
7318,19.0,0.0,1.0,0.0,99856,13.0,8.0,1,1
10521,46.0,1.0,4.0,2.0,101630,4.0,1.0,1,1
19406,46.0,1.0,4.0,3.0,136295,11.0,8.0,1,1
16574,53.0,1.0,0.0,0.0,59159,4.0,1.0,0,0
13551,22.0,1.0,4.0,0.0,91563,13.0,3.0,1,1
5994,57.0,0.0,4.0,0.0,53186,3.0,2.0,1,0
10720,48.0,1.0,2.0,3.0,111172,8.0,3.0,1,1
12286,65.0,1.0,2.0,3.0,68453,19.0,7.0,0,0
3544,55.0,1.0,2.0,0.0,55052,9.0,3.0,0,0
19081,47.0,1.0,3.0,3.0,129490,11.0,1.0,1,1
5875,18.0,0.0,0.0,3.0,100294,14.0,4.0,1,1
15483,46.0,0.0,4.0,2.0,65368,13.0,7.0,0,0
3062,32.0,1.0,2.0,1.0,147218,17.0,5.0,1,1
18365,31.0,0.0,2.0,0.0,141655,8.0,1.0,1,1
3417,46.0,0.0,1.0,2.0,95096,16.0,3.0,1,1
4478,23.0,0.0,4.0,0.0,43284,1.0,8.0,0,0
8551,22.0,1.0,1.0,0.0,149502,3.0,8.0,1,1
17039,28.0,0.0,3.0,0.0,58907,18.0,2.0,0,0
8719,20.0,1.0,2.0,3.0,61602,5.0,3.0,0,0
14068,28.0,1.0,1.0,0.0,37400,13.0,1.0,0,0
1089,24.0,1.0,3.0,2.0,63435,1.0,4.0,1,0
8794,53.0,0.0,4.0,1.0,65526,17.0,2.0,0,0
14074,46.0,0.0,3.0,2.0,147233,19.0,2.0,1,1
500,,,,,136478,,,1,1
3720,61.0,0.0,3.0,1.0,139154,4.0,1.0,1,1
6867,31.0,1.0,1.0,2.0,134189,18.0,4.0,1,1
6512,65.0,1.0,4.0,2.0,39487,10.0,3.0,0,0
4604,58.0,0.0,1.0,2.0,41945,2.0,9.0,0,0
17824,65.0,0.0,4.0,2.0,43516,11.0,4.0,0,0
5495,43.0,1.0,1.0,3.0,117052,2.0,4.0,1,1
9722,42.0,1.0,4.0,0.0,107066,12.0,1.0,1,1
13725,39.0,1.0,0.0,0.0,126749,4.0,1.0,1,1
4656,45.0,1.0,0.0,2.0,58221,16.0,7.0,0,0
13811,24.0,1.0,0.0,1.0,69385,17.0,2.0,0,0
7511,22.0,1.0,2.0,1.0,148666,11.0,4.0,1,1
11416,25.0,0.0,2.0,1.0,125043,14.0,10.0,1,1
13067,57.0,0.0,3.0,3.0,88602,4.0,6.0,0,0
15901,34.0,1.0,2.0,1.0,52186,13.0,9.0,0,0
17486,19.0,0.0,1.0,3.0,147745,8.0,3.0,1,1
6870,38.0,1.0,3.0,0.0,95786,18.0,3.0,0,1
8209,51.0,1.0,1.0,1.0,64925,8.0,6.0,0,0
4603,52.0,0.0,0.0,0.0,134642,6.0,2.0,1,1
1818,21.0,1.0,3.0,0.0,30339,14.0,9.0,0,0
8197,28.0,1.0,3.0,3.0,92767,6.0,2.0,1,1
4774,63.0,1.0,0.0,3.0,143551,1.0,1.0,1,1
5158,46.0,1.0,2.0,1.0,111051,12.0,8.0,1,1
16671,20.0,1.0,4.0,1.0,64608,13.0,7.0,0,0
1158,53.0,0.0,4.0,1.0,148034,17.0,6.0,0,1
1560,56.0,1.0,2.0,0.0,102848,6.0,10.0,1,1
11184,60.0,1.0,4.0,2.0,119631,18.0,5.0,1,1
17172,65.0,0.0,1.0,0.0,84608,12.0,8.0,0,0
630,,,,,140227,,,1,1
7675,41.0,0.0,3.0,1.0,115960,10.0,6.0,1,1
2202,65.0,0.0,0.0,3.0,105933,9.0,1.0,1,1
10664,21.0,1.0,1.0,2.0,76661,5.0,8.0,0,0
18481,31.0,0.0,2.0,2.0,109523,17.0,6.0,1,1
18253,38.0,1.0,4.0,1.0,116364,5.0,1.0,1,1
17838,59.0,1.0,1.0,2.0,113817,15.0,7.0,1,1
2421,23.0,0.0,1.0,0.0,38947,4.0,7.0,0,0
6519,49.0,1.0,3.0,0.0,130745,11.0,4.0,1,1
4237,48.0,1.0,4.0,3.0,67384,20.0,3.0,0,0
2158,50.0,1.0,1.0,2.0,80193,8.0,2.0,0,0
11712,36.0,1.0,3.0,0.0,57886,5.0,4.0,0,0
10006,29.0,0.0,3.0,2.0,76563,13.0,6.0,0,0
17909,45.0,0.0,2.0,3.0,123177,6.0,10.0,1,1
18316,22.0,0.0,2.0,2.0,62789,12.0,10.0,0,0
15826,59.0,1.0,1.0,2.0,124860,17.0,6.0,1,1
13227,49.0,1.0,2.0,2.0,47291,20.0,4.0,0,0
17896,64.0,1.0,3.0,3.0,129130,3.0,7.0,1,1
2809,39.0,0.0,0.0,2.0,110759,2.0,9.0,1,1
4150,65.0,1.0,1.0,3.0,58934,3.0,5.0,0,0
9108,64.0,1.0,1.0,2.0,50046,17.0,9.0,0,0
16639,50.0,1.0,3.0,3.0,126708,4.0,10.0,1,1
11242,48.0,1.0,1.0,1.0,58943,14.0,1.0,0,0
2227,50.0,1.0,3.0,0.0,93417,11.0,10.0,1,1
7871,18.0,0.0,0.0,0.0,149874,6.0,10.0,1,1
1753,22.0,1.0,1.0,1.0,127000,9.0,3.0,1,1
16603,30.0,0.0,2.0,0.0,147344,18.0,8.0,1,1
4058,26.0,0.0,4.0,2.0,84870,4.0,6.0,0,0
7005,28.0,0.0,4.0,0.0,54367,20.0,5.0,0,0
19394,21.0,0.0,1.0,0.0,141154,4.0,5.0,1,1
9646,50.0,1.0,4.0,0.0,45505,10.0,3.0,0,0
5431,36.0,0.0,1.0,1.0,64676,15.0,2.0,0,0
1417,49.0,1.0,4.0,0.0,46479,2.0,8.0,0,0
5698,42.0,0.0,2.0,2.0,116347,20.0,1.0,1,1
12754,57.0,0.0,1.0,3.0,98188,19.0,5.0,1,1
2550,32.0,0.0,1.0,0.0,97279,14.0,1.0,1,1
15694,63.0,1.0,4.0,2.0,99001,1.0,5.0,1,1
12544,39.0,1.0,1.0,3.0,62070,3.0,3.0,0,0
10948,31.0,1.0,0.0,3.0,116283,6.0,5.0,1,1
